Broker,Quantity,Type,Symbol,Period_Range,Scraped_At
59,-5823,Sell,ADBL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:13.728541
1,-7080,Sell,ADBL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:13.728541
39,-7403,Sell,ADBL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:13.728541
42,-12466,Sell,ADBL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:13.728541
14,-13331,Sell,ADBL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:13.728541
65,-35307,Sell,ADBL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:13.728541
35,2205,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
34,1551,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
49,1244,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
82,1200,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
5,1050,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
6,890,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
45,794,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
60,650,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
25,580,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
33,562,Buy,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
44,-450,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
10,-500,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
13,-542,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
57,-819,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
39,-830,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
56,-894,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
42,-1102,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
89,-1156,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
64,-2180,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
58,-3695,Sell,AHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:15.468545
50,19881,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
57,19505,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
22,15112,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
35,14961,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
26,13770,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
70,12145,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
45,10247,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
100,8180,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
21,7108,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
49,6832,Buy,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
4,-5696,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
59,-6149,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
54,-6222,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
60,-7187,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
17,-7663,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
65,-9132,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
1,-10515,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
52,-13332,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
39,-18554,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
58,-24193,Sell,AHPC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:17.285727
58,165210,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
62,87103,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
29,72036,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
25,70090,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
59,52699,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
49,47254,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
28,44277,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
89,37527,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
77,30865,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
41,17828,Buy,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
47,-30465,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
26,-31113,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
34,-33010,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
71,-44019,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
32,-46911,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
56,-73644,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
75,-76730,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
82,-78187,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
86,-98493,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
40,-120436,Sell,AKJCL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:20.679689
34,47820,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
44,20062,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
32,16786,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
77,15369,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
42,12981,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
63,8498,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
39,7726,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
56,6713,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
59,5271,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
85,4088,Buy,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
89,-7122,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
1,-7224,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
60,-7340,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
58,-7816,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
72,-8950,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
6,-9816,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
5,-10252,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
17,-10992,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
45,-14138,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
49,-15516,Sell,AKPL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:23.347746
38,5399,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
62,2142,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
59,888,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
45,857,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
96,588,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
57,402,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
47,320,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
97,310,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
13,238,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
81,220,Buy,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
39,-456,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
4,-463,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
29,-562,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
84,-684,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
26,-733,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
74,-750,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
95,-941,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
34,-1104,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
58,-1137,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
91,-1190,Sell,ALBSL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:25.157931
50,9772,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
6,5054,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
85,5030,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
40,4513,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
32,2689,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
49,2466,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
26,2211,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
89,1469,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
57,1353,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
59,1140,Buy,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
48,-1749,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
56,-1760,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
44,-1917,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
43,-2306,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
33,-2314,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
17,-2553,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
22,-2664,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
14,-3609,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
84,-4937,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
34,-7295,Sell,ALICL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:26.978180
53,930,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
34,841,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
3,630,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
25,406,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
42,352,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
14,267,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
6,247,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
47,237,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
74,212,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
37,210,Buy,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
16,0,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
11,0,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
26,-2,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
67,-20,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
36,-36,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
35,-49,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
38,-395,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
84,-620,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
62,-1830,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
39,-2905,Sell,ANLB,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:28.783251
32,5001,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
22,3667,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
19,3280,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
5,3160,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
37,2850,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
83,2650,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
45,2629,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
3,2622,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
81,2615,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
82,2550,Buy,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
58,-687,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
1,-693,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
100,-930,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
13,-960,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
52,-1135,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
42,-1491,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
57,-1903,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
60,-2100,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
40,-5390,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
48,-42202,Sell,APHL,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:30.602707
14,55819,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
100,54659,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
45,53175,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
22,42658,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
57,36843,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
58,34374,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
74,30447,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
75,28938,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
17,28235,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
32,21391,Buy,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
26,-9690,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
3,-10428,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
84,-12403,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
81,-12652,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
62,-15307,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
4,-18465,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
71,-24180,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
28,-26268,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
33,-33923,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
44,-440669,Sell,API,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:33.410771
17,2044,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
54,1280,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
51,600,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
42,520,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
43,450,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
47,432,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
56,310,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
46,308,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
5,306,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
59,220,Buy,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
38,-65,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
44,-102,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
90,-105,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
32,-113,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
45,-131,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
8,-132,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
57,-185,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
11,-390,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
16,-425,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
48,-6727,Sell,AVYAN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:35.220907
42,12048,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
58,10349,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
17,3044,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
89,2332,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
41,2003,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
85,1948,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
52,1775,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
63,1595,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
56,1470,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
50,1233,Buy,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
54,-1627,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
34,-2088,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
22,-2120,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
78,-2289,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
44,-2604,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
96,-3415,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
65,-4114,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
36,-4466,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
48,-4522,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
32,-7830,Sell,BANDIPUR,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:37.390234
17,16394,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
32,10915,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
75,5426,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
21,4786,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
36,3242,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
34,3043,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
57,2575,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
58,2529,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
6,2329,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
94,2223,Buy,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
22,-1572,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
59,-1708,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
69,-1770,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
66,-2435,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
45,-2690,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
48,-3764,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
41,-7983,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
91,-8090,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
43,-11926,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
39,-13070,Sell,BARUN,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:39.494393
58,899,Buy,BBC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:41.256928
34,276,Buy,BBC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:41.256928
22,251,Buy,BBC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:41.256928
37,100,Buy,BBC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:41.256928
38,91,Buy,BBC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:41.256928
51,60,Buy,BBC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:41.256928
52,50,Buy,BBC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:41.256928
36,40,Buy,BBC,July 15th 2026 - July 22nd 2026,2026-07-22 19:57:41.256928
