Broker,Quantity,Type,Symbol,Period_Range,Scraped_At
45,682,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
77,492,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
11,206,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
57,206,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
10,201,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
42,190,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
26,109,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
36,101,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
58,97,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
13,93,Buy,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
6,-61,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
5,-63,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
46,-93,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
38,-103,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
39,-110,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
34,-116,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
16,-117,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
17,-137,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
3,-737,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
49,-792,Sell,ACLBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:02.729054
48,30582,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
4,24875,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
26,13165,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
77,11156,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
33,6392,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
52,6384,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
46,5950,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
44,5106,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
32,4566,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
94,4498,Buy,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
59,-4065,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
17,-4219,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
93,-4613,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
51,-4641,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
39,-5018,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
13,-6160,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
1,-7301,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
14,-12738,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
42,-13556,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
65,-25085,Sell,ADBL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:04.486613
35,2155,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
81,1100,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
34,1066,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
5,1000,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
6,930,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
45,887,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
60,650,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
25,580,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
33,562,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
29,522,Buy,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
44,-450,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
10,-500,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
13,-572,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
39,-790,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
57,-809,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
56,-894,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
42,-957,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
89,-1156,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
64,-1850,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
58,-3375,Sell,AHL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:06.209490
50,20214,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
57,19789,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
100,17260,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
26,15473,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
45,12371,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
70,11385,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
35,11372,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
48,8817,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
21,8008,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
64,6573,Buy,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
58,-6174,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
36,-6278,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
60,-7247,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
54,-8172,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
42,-8399,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
44,-8596,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
1,-10726,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
94,-13630,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
52,-14583,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
39,-18206,Sell,AHPC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:07.961481
58,140293,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
59,76084,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
25,70375,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
29,68544,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
64,60611,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
62,46146,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
19,45677,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
42,42002,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
28,32824,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
77,22419,Buy,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
32,-28109,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
26,-29933,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
33,-46743,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
71,-48329,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
38,-53485,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
82,-62897,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
56,-79411,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
75,-81249,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
86,-92216,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
40,-131071,Sell,AKJCL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:09.791559
34,38448,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
44,17946,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
32,17614,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
77,16006,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
39,12286,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
63,9898,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
42,9106,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
56,7833,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
67,5636,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
38,5377,Buy,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
1,-8864,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
72,-8950,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
6,-9320,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
22,-9354,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
17,-9406,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
5,-10152,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
45,-10475,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
58,-11220,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
36,-11504,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
49,-15022,Sell,AKPL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:11.543375
38,5273,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
62,3293,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
59,910,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
45,859,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
96,588,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
50,473,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
57,468,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
47,320,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
97,310,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
13,250,Buy,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
16,-404,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
29,-488,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
39,-554,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
74,-665,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
26,-718,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
84,-794,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
95,-935,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
58,-1106,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
91,-1190,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
34,-2771,Sell,ALBSL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:13.263616
50,10513,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
6,6046,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
85,5020,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
60,4370,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
40,3514,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
32,2589,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
26,2130,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
89,1469,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
49,1334,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
41,1016,Buy,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
11,-1611,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
44,-1917,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
56,-2016,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
8,-2252,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
17,-2493,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
33,-2615,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
14,-3282,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
22,-3398,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
84,-4937,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
34,-6941,Sell,ALICL,July 16th 2026 - July 24th 2026,2026-07-24 10:38:14.995308
53,930,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
34,842,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
3,630,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
25,456,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
42,390,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
14,278,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
47,247,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
29,239,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
6,237,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
74,232,Buy,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
52,-1,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
26,-2,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
35,-14,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
67,-20,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
58,-24,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
36,-36,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
38,-390,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
84,-620,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
62,-1926,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
39,-3584,Sell,ANLB,July 16th 2026 - July 24th 2026,2026-07-24 10:38:16.712538
95,7550,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
22,4327,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
62,3383,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
19,3346,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
37,3249,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
5,3220,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
82,3151,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
45,3080,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
58,3028,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
81,2923,Buy,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
68,-715,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
59,-850,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
100,-930,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
7,-1030,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
13,-1581,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
74,-1672,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
57,-2314,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
60,-5170,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
40,-5500,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
48,-53957,Sell,APHL,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:18.481140
57,48033,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
100,46539,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
14,46207,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
22,36629,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
33,34880,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
86,30650,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
75,29938,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
17,25417,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
32,22117,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
74,22003,Buy,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
67,-8643,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
3,-12671,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
84,-12904,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
26,-13602,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
62,-14343,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
81,-15542,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
8,-15778,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
71,-24180,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
28,-25666,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
44,-453959,Sell,API,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:20.272828
17,2574,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
42,660,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
51,540,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
54,520,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
34,516,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
43,460,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
47,422,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
46,313,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
56,310,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
49,220,Buy,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
14,-62,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
58,-85,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
90,-105,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
57,-165,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
44,-257,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
8,-282,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
74,-400,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
16,-425,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
11,-490,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
48,-6129,Sell,AVYAN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:22.009126
42,11528,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
58,9254,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
35,3483,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
52,3238,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
17,2977,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
50,2393,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
89,2372,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
5,1830,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
41,1766,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
6,1660,Buy,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
38,-1919,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
49,-2333,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
78,-2799,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
34,-2801,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
48,-2934,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
96,-3435,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
36,-4471,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
65,-4562,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
44,-6004,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
32,-10110,Sell,BANDIPUR,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:23.759555
17,21314,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
32,5915,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
75,5426,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
21,5136,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
36,3769,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
14,3276,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
89,2726,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
34,2672,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
70,2442,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
50,2336,Buy,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
51,-1778,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
16,-1885,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
52,-2216,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
91,-2690,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
66,-2883,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
41,-3862,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
48,-3985,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
26,-4255,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
45,-5351,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
39,-25553,Sell,BARUN,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:25.494989
58,1200,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
34,296,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
22,231,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
51,141,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
37,110,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
38,70,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
52,50,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
36,40,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
91,30,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
26,30,Buy,BBC,July 16th 2026 - July 23rd 2026,2026-07-24 10:38:27.227843
