Broker,Quantity,Type,Symbol,Period_Range,Scraped_At
49,55175,Buy,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
59,53649,Buy,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
45,52729,Buy,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
57,39377,Buy,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
89,37372,Buy,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
28,36091,Buy,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
17,32460,Buy,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
71,-23958,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
32,-25743,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
19,-28015,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
34,-28284,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
82,-50047,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
56,-73614,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
75,-76820,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
40,-120100,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
86,-124299,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
14,-166494,Sell,AKJCL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:27.512101
44,21707,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
32,17033,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
42,13717,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
59,8821,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
39,7767,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
56,6050,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
85,4788,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
100,4258,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
16,4106,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
7,4104,Buy,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
43,-4859,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
5,-5501,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
89,-7042,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
74,-8271,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
45,-9051,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
6,-9400,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
58,-9489,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
17,-9942,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
60,-10540,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
84,-15000,Sell,AKPL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:29.574080
38,5914,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
62,2281,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
59,888,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
45,707,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
96,588,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
47,320,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
81,230,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
53,159,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
13,148,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
49,108,Buy,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
16,-366,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
39,-446,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
4,-485,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
29,-524,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
26,-718,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
34,-719,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
74,-792,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
95,-944,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
91,-1190,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
58,-1666,Sell,ALBSL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:31.489111
50,6164,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
85,5030,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
69,4525,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
40,4513,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
6,4031,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
32,2561,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
49,2041,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
89,1269,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
57,1216,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
59,1160,Buy,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
44,-1272,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
48,-1472,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
56,-1748,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
33,-2150,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
43,-2329,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
34,-2486,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
14,-3599,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
22,-4237,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
17,-4851,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
84,-4937,Sell,ALICL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:33.574235
53,930,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
34,711,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
3,630,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
25,406,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
14,260,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
47,237,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
37,200,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
49,170,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
74,132,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
29,110,Buy,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
16,-10,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
1,-12,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
67,-20,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
33,-30,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
36,-36,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
35,-50,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
38,-409,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
84,-620,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
39,-1683,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
62,-1921,Sell,ANLB,July 14th 2026 - July 21st 2026,2026-07-21 20:06:35.481227
32,4171,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
19,3360,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
5,3340,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
49,3220,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
83,2650,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
3,2638,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
82,2550,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
37,2457,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
36,2163,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
45,2110,Buy,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
80,-620,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
91,-630,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
59,-650,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
13,-744,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
52,-930,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
100,-930,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
1,-1305,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
42,-1461,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
60,-2300,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
48,-46257,Sell,APHL,July 14th 2026 - July 21st 2026,2026-07-21 20:06:37.486181
45,60798,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
74,56877,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
58,56428,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
100,55051,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
22,46726,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
57,44099,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
17,31157,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
14,22626,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
77,22264,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
32,20497,Buy,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
67,-8760,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
3,-10016,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
81,-12202,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
38,-12406,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
4,-15694,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
28,-21478,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
71,-31150,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
33,-71641,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
66,-76221,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
44,-386950,Sell,API,July 14th 2026 - July 21st 2026,2026-07-21 20:06:39.587473
54,1080,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
51,600,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
42,460,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
47,352,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
46,321,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
56,310,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
34,302,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
43,295,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
7,240,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
59,220,Buy,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
29,-100,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
90,-105,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
8,-122,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
49,-136,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
16,-150,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
45,-191,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
17,-211,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
57,-241,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
11,-390,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
48,-3741,Sell,AVYAN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:41.538599
58,11336,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
42,8545,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
17,3495,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
57,3113,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
89,2262,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
41,1960,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
52,1525,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
5,1484,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
25,1482,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
56,1361,Buy,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
22,-1670,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
40,-1688,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
35,-1801,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
78,-2289,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
36,-2822,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
65,-2864,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
96,-3105,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
44,-3231,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
6,-4121,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
32,-9175,Sell,BANDIPUR,July 14th 2026 - July 21st 2026,2026-07-21 20:06:43.501522
32,13180,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
17,6431,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
8,5548,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
75,5129,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
21,4836,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
49,3678,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
34,3620,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
57,3042,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
36,2902,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
50,2619,Buy,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
56,-2108,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
5,-2843,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
66,-2934,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
45,-3108,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
59,-3593,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
48,-4164,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
41,-6652,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
91,-9200,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
39,-13343,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
43,-13857,Sell,BARUN,July 14th 2026 - July 21st 2026,2026-07-21 20:06:45.851285
58,890,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
34,266,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
22,231,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
38,71,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
52,40,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
26,40,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
36,30,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
89,20,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
91,20,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
40,20,Buy,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
81,-40,Sell,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
1,-40,Sell,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
42,-45,Sell,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
49,-51,Sell,BBC,July 14th 2026 - July 21st 2026,2026-07-21 20:06:47.771409
