Broker,Quantity,Type,Symbol,Period_Range,Scraped_At
57,878,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
77,492,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
34,270,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
36,204,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
10,198,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
11,181,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
4,72,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
38,68,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
6,66,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
21,49,Buy,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
40,-66,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
39,-71,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
25,-83,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
42,-93,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
47,-100,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
16,-212,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
17,-280,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
81,-400,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
48,-412,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
3,-467,Sell,ACLBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:40.740451
52,10838,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
44,5587,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
33,5178,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
54,5132,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
46,5084,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
32,4880,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
94,4203,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
34,3571,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
21,3393,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
35,2448,Buy,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
60,-1500,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
91,-1550,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
45,-2622,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
51,-2729,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
65,-2772,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
28,-3729,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
59,-4058,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
26,-4810,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
39,-6134,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
71,-17089,Sell,ADBL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:42.635373
49,1366,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
5,1300,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
82,1200,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
45,1154,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
34,1081,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
63,1000,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
52,760,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
60,650,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
8,530,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
29,500,Buy,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
95,-270,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
41,-350,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
89,-361,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
1,-361,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
22,-400,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
56,-916,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
42,-1561,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
57,-1749,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
58,-1887,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
64,-3210,Sell,AHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:44.430353
6,31807,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
45,25845,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
50,19959,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
22,19257,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
26,10330,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
36,9457,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
35,8071,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
64,6616,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
66,5130,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
86,5000,Buy,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
54,-6032,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
33,-6349,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
21,-6401,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
1,-7371,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
52,-8108,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
25,-8312,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
8,-8518,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
65,-11791,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
58,-28667,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
44,-30563,Sell,AHPC,July 13th 2026 - July 20th 2026,2026-07-20 17:15:46.244943
58,74940,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
62,63092,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
45,53840,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
49,44048,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
35,43229,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
47,41811,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
28,38135,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
59,37034,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
57,36109,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
41,32397,Buy,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
80,-16280,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
7,-17129,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
19,-24020,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
60,-24271,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
82,-26747,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
75,-45456,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
64,-46930,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
40,-104806,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
86,-110362,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
14,-214153,Sell,AKJCL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:48.166320
44,21387,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
100,17308,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
59,8471,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
14,8367,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
34,7678,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
42,7432,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
56,5521,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
13,5111,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
85,4788,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
41,4142,Buy,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
5,-4251,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
22,-4261,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
45,-4442,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
89,-6596,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
74,-8301,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
58,-8852,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
21,-10732,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
6,-11345,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
60,-14039,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
84,-20312,Sell,AKPL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:50.010380
38,8408,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
96,588,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
62,476,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
81,350,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
42,335,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
47,247,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
40,227,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
48,220,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
13,148,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
34,140,Buy,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
45,-388,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
29,-449,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
58,-535,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
74,-537,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
59,-603,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
35,-646,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
26,-713,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
95,-960,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
91,-1190,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
25,-3416,Sell,ALBSL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:51.837939
85,5030,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
69,4525,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
40,4324,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
6,4150,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
32,2519,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
13,2518,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
49,2073,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
57,1477,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
42,1323,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
47,1276,Buy,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
25,-1191,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
59,-1237,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
33,-1362,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
48,-1642,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
22,-1938,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
56,-1957,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
34,-2565,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
84,-3543,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
17,-4525,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
39,-7248,Sell,ALICL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:53.673382
3,610,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
34,440,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
25,406,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
47,237,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
37,200,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
49,190,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
14,180,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
29,110,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
58,92,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
74,70,Buy,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
11,-10,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
16,-10,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
1,-12,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
67,-20,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
36,-36,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
35,-40,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
33,-40,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
39,-163,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
38,-431,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
62,-2502,Sell,ANLB,July 13th 2026 - July 20th 2026,2026-07-20 17:15:55.501463
82,3760,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
57,2867,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
3,2758,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
83,2670,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
56,2585,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
49,2489,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
32,2351,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
69,1884,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
36,1810,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
21,1789,Buy,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
4,-330,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
6,-480,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
60,-660,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
42,-738,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
100,-920,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
52,-1290,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
1,-1515,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
58,-1890,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
80,-3580,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
48,-32225,Sell,APHL,July 13th 2026 - July 20th 2026,2026-07-20 17:15:57.376942
74,101289,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
100,50151,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
58,44062,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
22,34501,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
45,32822,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
49,31377,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
14,29485,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
57,27645,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
77,20994,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
17,19618,Buy,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
67,-5810,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
26,-9189,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
60,-11400,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
28,-14968,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
4,-19547,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
34,-33431,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
71,-43220,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
33,-95339,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
66,-125385,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
44,-240257,Sell,API,July 13th 2026 - July 20th 2026,2026-07-20 17:15:59.211998
57,1514,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
54,1030,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
32,426,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
46,321,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
56,290,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
50,191,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
7,180,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
66,180,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
51,160,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
47,150,Buy,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
52,-131,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
38,-150,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
42,-160,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
16,-180,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
11,-230,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
44,-280,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
14,-362,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
45,-511,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
74,-994,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
48,-2025,Sell,AVYAN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:00.983840
58,13742,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
5,3543,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
49,3542,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
57,3204,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
17,2851,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
42,2175,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
64,2028,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
14,1768,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
52,1621,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
25,1455,Buy,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
62,-1624,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
40,-1688,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
67,-1995,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
47,-2073,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
65,-3052,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
36,-3103,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
35,-3626,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
84,-3748,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
6,-8816,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
32,-9443,Sell,BANDIPUR,July 13th 2026 - July 20th 2026,2026-07-20 17:16:02.786174
32,12901,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
34,6110,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
8,5648,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
42,4302,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
49,4198,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
75,4029,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
17,3747,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
58,3006,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
53,2690,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
50,2619,Buy,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
66,-2465,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
48,-2468,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
60,-2809,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
54,-3447,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
59,-3893,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
45,-4086,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
41,-5291,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
91,-9254,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
39,-11177,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
43,-11387,Sell,BARUN,July 13th 2026 - July 20th 2026,2026-07-20 17:16:04.585084
38,71,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
57,66,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
49,55,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
41,50,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
42,45,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
26,30,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
36,26,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
39,22,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
35,20,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
40,20,Buy,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
72,-10,Sell,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
13,-10,Sell,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
7,-15,Sell,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
1,-30,Sell,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
32,-30,Sell,BBC,July 13th 2026 - July 20th 2026,2026-07-20 17:16:06.417011
